id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22986248,Sunny Spacious Two Bedroom - Park Slope,170457264,Yaroslav,Brooklyn,Park Slope,Entire home/apt,200,2,6,2/18/2019,0.36,1,0
22997160,Chill Vibes in Beautiful Fort Greene,170567335,Robert,Brooklyn,Fort Greene,Private room,95,2,5,1/25/2019,0.74,1,0
23000751,Little Neck Queens bedroom w/private bathwash/dry,170603631,Andre,Queens,Douglaston,Private room,65,2,29,3/14/2019,1.68,1,240
23002312,Park Ave Apt in the Heart of NYC,42677381,Anna,Manhattan,Murray Hill,Entire home/apt,250,3,9,1/3/2019,0.57,1,0
23019746,Exposed brick Loft apartment,168988812,Giulia,Queens,Ridgewood,Entire home/apt,118,6,2,1/2/2019,0.13,1,0
23035859,Newly renovated 3 Bed 2.5 bath Full amenities,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt,350,31,1,1/25/2019,0.18,33,327
23036845,Renovated with view 3 bed 2 bath big Balcony,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt,300,31,1,1/3/2019,0.16,33,248
23039069,Cozy 2 Bed 2 bath  Pool in building,113805886,Yaacov,Manhattan,Upper East Side,Entire home/apt,300,31,5,1/2/2019,0.31,33,326
23059611,"Modern, hip, light drenched apartment.",12502207,Micah,Brooklyn,Vinegar Hill,Entire home/apt,130,30,3,1/5/2019,0.24,1,339
23087403,"Spacious, light 1br apartment in the LES",5788047,Andrea,Manhattan,Lower East Side,Entire home/apt,150,2,10,3/25/2019,0.58,1,6
23091139,Luxurious Private West Village TownHome,66230837,Jason,Manhattan,West Village,Entire home/apt,850,3,27,2/25/2019,1.57,1,344
23106361,★Spacious Private Room★ MANHATTAN + Close to Park!,171660157,Del,Manhattan,Harlem,Private room,65,4,10,1/15/2019,0.6,1,2
23106518,A COZY NYC STUDIO APARTMENT 20 minutes to Union Sq,171668854,Marko,Queens,Ridgewood,Entire home/apt,60,4,2,3/10/2019,0.19,1,0
23108435,A very spacious Zen place to vacay.,146172048,Jennyfer,Queens,Woodside,Private room,49,4,5,1/3/2019,0.36,1,87
23108652,"Big, Private, Hip 2BR in Williamsburg w/Terrace",7460552,Redford,Brooklyn,Williamsburg,Entire home/apt,325,2,7,1/11/2019,0.61,1,96
23110266,SoHo LOFT #2  Broadway Av. - Amazing Location!,108029974,Agustina,Manhattan,NoHo,Entire home/apt,495,4,7,3/27/2019,0.46,4,63
23111561,CHIC STUDIO 4 the MINIMALISTIC SOUL,30486909,Alanna,Manhattan,Chinatown,Entire home/apt,160,4,32,1/2/2019,1.96,1,0
23126553,"★Private, Modern Apartment | Convenient Location★",171854639,Madeleine,Queens,Ditmars Steinway,Entire home/apt,75,3,13,1/3/2019,0.78,1,1
23127964,Bright Soho 2 Bedroom Apartment,5849048,Nima + Kat,Manhattan,SoHo,Entire home/apt,169,1,1,1/26/2019,0.18,1,180
23128247,Charming Kensington  Apt.,140293912,Awilda,Brooklyn,Kensington,Entire home/apt,84,3,38,3/18/2019,2.36,3,0
23129919,Fits like a glove,171888683,Michal,Brooklyn,Park Slope,Entire home/apt,100,10,11,3/31/2019,0.67,1,0
23166556,Private Quiet Room in Chelsea Brownstone Apartment,625092,Anne-Lise,Manhattan,Chelsea,Private room,63,7,4,3/9/2019,0.39,1,31
23171129,Renovated 1BR Apt  -  close to Grand Central & UN,21689645,Fazli,Manhattan,Murray Hill,Entire home/apt,145,10,2,2/1/2019,0.13,1,0
23171917,Gorgeous Studio in Little Italy Nolita!!!,10457196,Richard,Manhattan,Little Italy,Entire home/apt,135,31,5,1/17/2019,0.37,11,122
23230395,Enormous and illuminated on top floor (long term),84529,Alek,Queens,Elmhurst,Entire home/apt,100,60,2,1/2/2019,0.17,1,132
23240738,(B) Room for 2 - sharing bath,110965771,Wilson,Queens,Flushing,Private room,60,2,25,2/13/2019,1.54,7,14
23247351,Charming room at Bed-Stuy,127427486,Bianca,Brooklyn,Bedford-Stuyvesant,Private room,50,1,33,3/24/2019,2.29,1,0
23254776,Cozy Apartment for 1 or 2 people,4391681,David,Brooklyn,Crown Heights,Entire home/apt,75,3,9,1/4/2019,0.54,1,280
23256946,Cozy Studio by the Park,3732261,Sidney,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,75,4,2,1/17/2019,0.12,1,0
23270879,"Private Floor W/Private Entrance, Bath & Rooftop",5516133,Frederik,Brooklyn,Greenpoint,Private room,100,1,7,1/21/2019,0.46,1,0
23271736,Cozy Brooklyn Heights Apartment!,47151333,Walter,Brooklyn,Brooklyn Heights,Entire home/apt,113,3,4,3/31/2019,0.25,2,0
23290179,Your own relaxing 1-bedroom in Bushwick/Bedstuy!,75982141,Bingham,Brooklyn,Bushwick,Entire home/apt,60,3,8,1/15/2019,0.49,1,0
23320351,"Private Bdrm in Huge Apt mins to Manhtn,JFK,LGA!",70331348,Nataly,Queens,Sunnyside,Private room,49,1,2,1/1/2019,0.31,1,0
23340718,Enormous 10 foot ceiling Bushwick room,131476075,Lakisha,Brooklyn,Bushwick,Private room,58,1,10,1/3/2019,0.63,8,179
23355382,THE SNUG Luxury Hotel Studio at 56th/Park,8990438,K.C.,Manhattan,Midtown,Entire home/apt,169,30,48,3/30/2019,3.27,1,325
23359277,Brooklyn private attic in a circus home,14719992,Yoni,Brooklyn,Cypress Hills,Private room,35,1,17,2/17/2019,1.13,3,0
23373453,"""Grandma Chic"" Brooklyn Apartment... Williamsburg",23089194,Katie,Brooklyn,Williamsburg,Private room,69,5,6,1/2/2019,0.51,1,0
23377781,Riverside Delight,174255459,Jose,Manhattan,Washington Heights,Entire home/apt,125,2,24,1/3/2019,1.63,1,188
23379996,All that you need. 1 bedroom in shared apt.,35475017,Danielle,Manhattan,Chinatown,Private room,62,4,7,1/3/2019,0.43,1,0
23450541,"Spacious room in Astoria, 15 mins to Manhattan",9494593,Tammy,Queens,Astoria,Private room,75,2,4,3/29/2019,0.29,1,0
23465208,Nice Bedroom B in Bushwick,175103962,Jay,Brooklyn,Bedford-Stuyvesant,Private room,43,1,35,1/31/2019,2.15,6,155
23465498,Nice Bedroom C in Bushwick,175103962,Jay,Brooklyn,Bedford-Stuyvesant,Private room,43,1,33,1/2/2019,2.04,6,170
23488098,Cozy room close to subway,41326856,Jeerathinan,Queens,Elmhurst,Private room,49,1,3,1/1/2019,0.19,5,35
23505465,Quiet Garden Level Studio in the heart of Brooklyn,77925223,Patrick,Brooklyn,Sunset Park,Entire home/apt,90,2,41,1/1/2019,2.75,1,0
23521858,Big Boho-Brooklyn Heights Studio Room,51282128,Jenny,Brooklyn,Brooklyn Heights,Private room,50,10,4,1/5/2019,0.25,1,0
23538486,"Posh Park Avenue 1BR w/ Gym, Doorman in Midtown by Blueground",107434423,Blueground,Manhattan,Murray Hill,Entire home/apt,305,30,1,1/15/2019,0.17,232,326
23541020,Cozy Furnished Room in Heart of Crown Heights 3BR,53597648,Bonnie,Brooklyn,Crown Heights,Private room,40,1,2,1/3/2019,0.22,1,0
23559210,Sweet Studio Manhattan,176038984,Elena,Manhattan,Midtown,Entire home/apt,220,4,17,2/26/2019,1.06,1,208
23595013,Studio Apartment in Manhattan,5709606,Megan,Manhattan,Upper East Side,Entire home/apt,175,3,24,1/1/2019,1.48,1,0
23605182,Beautiful Private Room 5 min away from Mid-town,76939238,Fiorella,Manhattan,Roosevelt Island,Private room,70,3,1,3/17/2019,0.26,2,358
23631288,Lower East Side Oasis  (private room),173406651,Dan,Manhattan,Lower East Side,Private room,110,2,29,3/29/2019,2.02,2,117
23650008,Bedstuy/Bushwick home in the urban jungle,123453141,Hugo,Brooklyn,Bedford-Stuyvesant,Private room,42,2,8,1/13/2019,0.5,1,0
23668381,"Luxurious, Sunny Apartment Overlooking Park",1590148,Tom,Brooklyn,Williamsburg,Entire home/apt,250,2,2,1/20/2019,0.31,1,0
23668731,Family studio beside Empire State #68,177174475,Alberto,Manhattan,Midtown,Entire home/apt,120,1,8,3/26/2019,0.53,17,267
23668732,Family Studio beside Empire State #3,177174475,Alberto,Manhattan,Midtown,Entire home/apt,120,1,6,3/30/2019,0.4,17,246
23668737,Family Studio beside Empire State #53,177174475,Alberto,Manhattan,Midtown,Entire home/apt,120,1,3,2/8/2019,0.47,17,257
23668738,Deluxe Studio view Empire State #8,177174475,Alberto,Manhattan,Midtown,Entire home/apt,137,1,7,3/10/2019,0.96,17,218
23668742,Family Studio beside Empire State #52,177174475,Alberto,Manhattan,Midtown,Entire home/apt,137,1,5,3/21/2019,0.34,17,162
23668747,Deluxe Apartment Fith Ave View #89,177174475,Alberto,Manhattan,Midtown,Entire home/apt,163,1,8,3/27/2019,0.57,17,239
23670513,Nice place for ladies only,177161276,Sissy,Bronx,Olinville,Shared room,26,1,10,3/7/2019,0.67,1,312
23671009,"PARK SLOPE REDESIGNED apt 2 BDRS trains F,G,R,2,3!",87786261,Sophia,Brooklyn,South Slope,Entire home/apt,189,1,5,3/10/2019,0.43,5,270
23691189,"Bright cozy room near Subway (M, J, Z, G trains)",159811367,Sergii,Brooklyn,Bedford-Stuyvesant,Shared room,37,30,3,1/13/2019,0.21,10,342
23691588,Spacious shared room in modern Bed-Stuy,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,Shared room,32,31,4,3/16/2019,0.28,10,341
23710983,Private light filled room in spacious apartment,5192686,Shani & Emily,Brooklyn,Prospect-Lefferts Gardens,Private room,75,4,6,1/1/2019,0.39,2,0
23744762,Large Yankee stadium Bronx bedroom in spacious apt,8159536,Genae,Bronx,Concourse Village,Private room,57,1,6,3/11/2019,0.42,3,220
23752922,Luxurious Townhouse in Williamsburg,6513281,Pascal-Louis,Brooklyn,Williamsburg,Entire home/apt,750,5,2,1/1/2019,0.13,2,178
23761645,2BR Wakefield Bronx 20 min NYC 10 min  Westchester,16851857,Paul,Bronx,Wakefield,Entire home/apt,69,21,11,2/27/2019,0.75,4,343
23765706,Beautiful Large 1br in the middle of Manhattan,25939370,Petar,Manhattan,Chelsea,Entire home/apt,172,30,6,3/31/2019,0.5,1,195
23772252,"Large, Sunny Williamsburg Apt - Private Room :)",18825679,Dasha,Brooklyn,Williamsburg,Private room,96,2,9,1/2/2019,0.77,1,0
23773431,Comfortable home in the heart of it all,22288459,Alexi,Brooklyn,Bedford-Stuyvesant,Private room,45,1,5,3/24/2019,0.33,2,0
23791349,Modern style apartment in the heart of Bushwick,31427834,Kerelle,Brooklyn,Bushwick,Entire home/apt,100,1,13,2/11/2019,1.16,1,34
23804783,"Zen Private Bedroom ~Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,Private room,99,1,10,1/4/2019,0.96,6,31
23821848,"Bright, super spacious 1.5 bedroom apt",14934881,Quentin,Brooklyn,Williamsburg,Entire home/apt,280,6,6,1/1/2019,0.39,1,11
23839890,Beautiful huge room with a lovely Bay Window,151124394,Annie,Manhattan,Harlem,Private room,39,30,2,1/1/2019,0.16,1,0
23874025,Sonder | 116 John | Bright 1BR + Gym,12243051,Sonder,Manhattan,Financial District,Entire home/apt,179,29,2,2/26/2019,0.36,96,333
23876337,Sonder | 116 John | Warm 1BR + Gym,12243051,Sonder,Manhattan,Financial District,Entire home/apt,182,29,2,1/1/2019,0.21,96,259
23879304,Beautiful room,179416315,Elizabeth,Bronx,University Heights,Private room,60,2,7,1/1/2019,0.46,2,156
23901252,Wyndham Midtown 45 (1 Bedroom Presidential) 3A,100238132,Michael,Manhattan,Midtown,Entire home/apt,269,3,5,1/2/2019,0.35,12,0
23901526,Wyndham Midtown 45 (1 Bedroom Presidential) 1A,100238132,Michael,Manhattan,Midtown,Entire home/apt,269,3,5,1/1/2019,0.38,12,0
23903645,It's Quiet Uptown,105699183,Crystal,Manhattan,Harlem,Entire home/apt,65,6,2,1/3/2019,0.13,2,9
23913344,"Private Garden Apt in Cobble Hill, Brooklyn",1338262,Rachel,Brooklyn,Boerum Hill,Entire home/apt,300,7,1,1/2/2019,0.16,3,224
23924218,Apartment in the heart of Williamsburg,1966537,Matthieu,Brooklyn,Williamsburg,Entire home/apt,105,2,13,1/27/2019,0.82,1,0
23932185,Cozy private room / Williamsburg / L train,178543960,Sergii,Brooklyn,Greenpoint,Private room,65,30,1,3/31/2019,0.3,10,341
23946427,Big Bright 1BR Apt in the Heart of Brooklyn!,58390724,Aleksandra,Brooklyn,Midwood,Entire home/apt,140,2,19,1/9/2019,1.23,1,165
23964318,Private Bedroom-Upper East Side-Central Park,180212824,Samet,Manhattan,Upper East Side,Private room,80,1,23,1/28/2019,1.46,5,0
23979650,Charming Bedroom in Luxury Highrise w/ Gym & Sauna,50698186,Tsilala,Manhattan,Financial District,Private room,80,2,4,1/2/2019,0.27,1,0
23992091,"Cozy apartment in Brooklyn, NY",78441349,Melissa,Brooklyn,East Flatbush,Entire home/apt,159,2,1,1/1/2019,0.16,3,191
24014307,In the Heights!,180720187,Peter,Manhattan,Washington Heights,Private room,48,3,3,1/6/2019,0.19,1,0
24018753,Amazing refuge near Prospect Park,105315535,Ben,Brooklyn,Prospect Heights,Entire home/apt,158,30,2,3/31/2019,0.2,3,5
24024496,1 Bedroom+Piano Studio Manhattan Near Central Park,31671247,Tj,Manhattan,East Harlem,Entire home/apt,140,2,17,3/24/2019,1.24,1,7
24034429,Oasis in East Village,180897611,Daniel,Manhattan,East Village,Entire home/apt,175,2,5,1/1/2019,0.34,1,15
24044352,"Cozy, Quiet and Spacious Apt in Astoria",5044922,Riomar,Queens,Astoria,Entire home/apt,99,7,3,1/4/2019,0.27,1,0
24046484,Rocco's Pad,139124384,Mackenzie,Brooklyn,Williamsburg,Private room,70,20,26,2/1/2019,2.15,1,0
24060140,EAST VILLAGE STUDIO APT WITH COURTYARD,29127683,Melissa,Manhattan,East Village,Entire home/apt,78,3,4,1/2/2019,0.31,1,13
24062062,Brooklyn loft with Manhattan skyline view,22002554,Eleni,Brooklyn,Bushwick,Entire home/apt,180,7,3,1/2/2019,0.22,1,1
24075850,Cozy private room in Times Square/Rockefeller,4227606,Cindy,Manhattan,Midtown,Private room,100,3,13,1/1/2019,0.88,2,0
24104871,"Cozy Art Private Bedroom-Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,Private room,70,1,16,1/1/2019,1.22,6,32
24121036,Woody's Larger Bedroom,24591977,Woody,Brooklyn,Bedford-Stuyvesant,Private room,55,4,25,1/14/2019,1.67,2,0
24121842,Woody's Smaller Bedroom,24591977,Woody,Brooklyn,Bedford-Stuyvesant,Private room,49,7,41,1/9/2019,2.67,2,0
24131620,Luxury One Bedroom Apartment in Financial District,26930091,Cindy,Manhattan,Financial District,Entire home/apt,265,30,4,1/2/2019,0.35,1,322
24131817,Modern & Spacious 1br East Village Apartment,91332497,Nikki,Manhattan,SoHo,Private room,130,2,3,1/21/2019,0.48,1,0
24136557,"2 Bedroom, 1 Bath Apartment in East Village- Sol",177353847,East Village,Manhattan,East Village,Entire home/apt,500,4,6,3/20/2019,0.4,4,121
24156857,BEAUTIFULLY DESIGNED 2BD Brooklyn Apt +GREAT VIEWS,3156480,Margaret,Brooklyn,Boerum Hill,Entire home/apt,172,5,4,1/3/2019,0.27,1,0
24169179,NEW!!  Private room in the heart of Brooklyn,182152235,Tyrone,Brooklyn,Bedford-Stuyvesant,Private room,70,2,33,3/6/2019,2.33,2,17
24182137,Wyndham Midtown 45 (2 Bedroom Presidential) 1A,100238132,Michael,Manhattan,Midtown,Entire home/apt,339,3,28,3/17/2019,1.93,12,0
24203680,Entire Newly Renovated Sugar Hill Apt,9756051,Samantha,Manhattan,Harlem,Entire home/apt,100,3,6,1/4/2019,0.44,1,8
24204341,Sunny Brooklyn Home Away From Home,4127752,Angela,Brooklyn,Bedford-Stuyvesant,Private room,55,4,5,1/18/2019,0.35,1,0
24205351,Wyndham Midtown 45 (2 Bedroom Presidential) 8A,100238132,Michael,Manhattan,Midtown,Entire home/apt,339,3,30,1/2/2019,2.07,12,0
24226175,Bright apt w Balcony in the heart of williamsburg,12002279,Ayelet,Brooklyn,Williamsburg,Entire home/apt,160,5,20,1/1/2019,1.43,1,0
24226955,Spectacular 1-Bedroom modern apartment in Flatiron,7461066,Santiago,Manhattan,Midtown,Entire home/apt,200,7,1,1/2/2019,0.16,1,0
24230067,"Beautiful 1 bed, UES - steps from Central Park!",5132019,Jocelyn,Manhattan,Upper East Side,Entire home/apt,190,2,8,3/5/2019,0.54,1,3
24265209,Cozy Apartment,182295691,Doudou,Manhattan,Upper East Side,Entire home/apt,150,5,10,3/9/2019,0.76,1,25
24276835,Brooklyn Flat in prime Carroll Gardens (Room),26459329,John,Brooklyn,Carroll Gardens,Private room,80,2,27,3/13/2019,1.79,1,144
24281837,Beautiful one bedroom apartment center of Astoria,31679084,Barbara,Queens,Astoria,Entire home/apt,120,1,6,3/12/2019,0.41,1,117
24282429,#Awesome 2 BR Flat Times Square!,142053,Jowelle,Manhattan,Hell's Kitchen,Entire home/apt,299,2,26,3/31/2019,1.76,5,0
24283298,Luxury Modern Sunny 1BR (Clinton Hill - BedStuy),105159,Martin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,30,6,1/4/2019,0.43,1,189
24332080,Huge Bright Bedroom in Brooklyn Townhouse,62803,Eugenia,Brooklyn,Crown Heights,Private room,54,6,6,3/30/2019,0.65,2,225
24336051,"UWS Gem by Lincoln Center, Julliard & Central Park",183617557,Christine,Manhattan,Upper West Side,Entire home/apt,299,3,29,1/22/2019,1.96,1,6
24348514,For All Classical Lover's 2,96694697,Glory,Brooklyn,Sheepshead Bay,Private room,65,2,11,3/1/2019,0.77,2,156
24352967,"Bed n Bath, 4 mins to 2,5,3,4 trains to Manhattan",182989977,Sasha,Brooklyn,East Flatbush,Private room,70,3,3,1/2/2019,0.3,5,365
24355153,Rockaway Beach Escape - Beach/City Views,183388833,Welecia,Queens,Rockaway Beach,Entire home/apt,179,2,34,3/24/2019,2.37,1,205
24357562,Cozy Apartment- Lower East Side near F/M/J/Z  :),19940836,Justin,Manhattan,Lower East Side,Private room,89,1,21,1/29/2019,1.41,1,2
24366897,Modern & Stylish 1 Bed Manhattan w/ Private Garden,183886601,Lee,Manhattan,Inwood,Entire home/apt,120,30,3,3/3/2019,0.22,2,27
24367577,Clinton Hill Dream House,3074904,Lauren & Chelsea,Brooklyn,Clinton Hill,Entire home/apt,190,2,10,1/27/2019,0.77,4,12
24373602,"Bright, Charming Greenpoint Home-Away-From-Home",8409547,Courtney,Brooklyn,Greenpoint,Entire home/apt,100,2,3,3/8/2019,0.2,1,2
24393933,"LINCOLN CENTER, FORDHAM, JUILLIARD SCOOL",184119295,Manhattan,Manhattan,Upper West Side,Entire home/apt,145,12,1,1/5/2019,0.16,1,289
24395202,Large Manhattan Suite,184130293,Sandia,Manhattan,Inwood,Private room,50,30,3,3/5/2019,0.21,2,0
24412825,Modern Super Clean Midtown Apt in the Heart of NYC,6451492,Tom,Manhattan,Upper East Side,Entire home/apt,175,2,54,3/27/2019,3.72,1,0
24426631,Gem Of A Hideout With  Private Deck/Garden,165884816,Kelsey,Brooklyn,Williamsburg,Entire home/apt,161,2,10,1/2/2019,0.69,1,0
24438437,Private Bedroom NYC 10 mins to Williamsburg,53781263,Oscar,Queens,Ridgewood,Private room,60,1,7,1/2/2019,0.48,2,85
24452770,Cozy Brooklyn Studio with lots of light,212420,Armine,Brooklyn,Boerum Hill,Entire home/apt,125,3,3,1/2/2019,0.21,1,0
24470373,Large Bedroom Apartment with a Private Bathroom,42993745,Paul,Manhattan,Upper East Side,Entire home/apt,299,4,1,1/2/2019,0.16,2,0
24476209,Inexpensive Private Room with NYC / SIUH Access #2,104812805,Amarjit S,Staten Island,Arrochar,Private room,33,4,6,3/26/2019,0.41,8,285
24541262,Luxury apartment in the center of Manhattan,5997182,Paul,Manhattan,Murray Hill,Entire home/apt,200,4,7,2/27/2019,0.52,1,166
24556525,Sunny Artist's Bedroom in Bushwick.,90937044,Teddy,Brooklyn,Bushwick,Private room,50,2,16,3/31/2019,1.14,1,0
24559347,Spacious and bright bedroom,73079322,Guilda,Manhattan,Washington Heights,Private room,45,3,1,1/9/2019,0.17,1,5
24575718,"15 min to NYC, beautiful bedroom 5 mins from LGA",170446723,Pamela,Queens,East Elmhurst,Private room,78,1,4,1/4/2019,0.41,2,363
24596296,Cozy Bed-Stuy Getaway!,20633674,Karli,Brooklyn,Bedford-Stuyvesant,Private room,46,3,6,3/16/2019,0.72,1,0
24607287,Spacious sunlit room in Astoria,160614820,Lucy,Queens,Ditmars Steinway,Private room,60,15,12,1/1/2019,0.85,1,21
24622596,Two Bridges Private Escape,16754308,Marcel,Manhattan,Lower East Side,Private room,59,30,4,3/31/2019,0.34,1,52
24624154,1 Bedroom Cozy Apartment,139756559,Maria,Staten Island,Great Kills,Entire home/apt,75,30,3,2/11/2019,0.22,2,129
24632914,The Avalon,24790900,Joslyn And Pansy,Brooklyn,Brownsville,Private room,120,3,3,1/2/2019,0.29,1,365
24652644,Comfy Cozy - 12 Minutes from Manhattan,31789510,Raisa,Queens,Woodside,Entire home/apt,100,3,8,1/1/2019,0.55,1,0
24653322,Cozy Ridgewood Apartment,131482216,Lynn,Queens,Ridgewood,Entire home/apt,115,3,14,1/1/2019,0.99,1,19
24700984,Contemporary Home in the Heart of Bed-Stuy,52575889,Elissa,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,3,9,1/30/2019,0.63,1,0
24715821,Cozy and clean private room in  East Williamsburg,20994908,Gabriel,Brooklyn,Williamsburg,Private room,60,4,4,3/16/2019,0.29,1,0
24754074,"Luxury Brooklyn brownstone, modern with backyard",4285260,Andy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,450,2,5,1/1/2019,0.36,1,3
24754942,Cozy apt in vibrant Brooklyn neighborhood,22251843,Maria,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,7,8,2/10/2019,0.58,1,4
24755230,West Village Walk-Up.,22824452,Jacqueline,Manhattan,West Village,Entire home/apt,165,5,4,3/20/2019,0.3,1,0
24757985,Cozy apartment perfect for families with kids,5832321,Kalani,Queens,Glendale,Entire home/apt,150,2,4,1/13/2019,0.41,2,0
24777535,Sunny Space in Sunnyside - 15 min to Times Square.,170085232,Shaina,Queens,Sunnyside,Private room,50,1,74,1/4/2019,5.15,1,0
24798903,Greenhouse APT,21764391,Jery & Dave,Brooklyn,Williamsburg,Entire home/apt,200,3,7,1/15/2019,0.62,1,67
24804386,Sunny NYC Studio steps from Central Park,1092203,Erin,Manhattan,Upper West Side,Entire home/apt,150,4,12,3/31/2019,1.55,1,0
24806098,"WHOLE APARTMENT, 15 MINUTES TO MANHATTAN",75981937,Cem,Queens,Astoria,Entire home/apt,140,15,2,1/3/2019,0.18,2,71
24806110,sunny apartment on the Ocean,187536544,Nino,Brooklyn,Brighton Beach,Entire home/apt,150,5,8,1/6/2019,0.56,1,179
24808062,"Perfect for groups! 3BR, 2Bath feet from Subway!",97042500,Raphael,Manhattan,Harlem,Entire home/apt,344,2,9,1/23/2019,0.75,4,25
24823404,Large Private Room With Three Windows,137129564,Bing,Queens,Flushing,Private room,59,1,25,2/28/2019,1.76,4,77
24827469,Large Apt + Backyard,14269481,Kate,Brooklyn,Williamsburg,Entire home/apt,130,3,2,1/1/2019,0.16,1,3
24833043,Emerald's View,101216314,Charlie,Manhattan,Harlem,Private room,65,1,28,2/22/2019,2,1,163
24845976,"""Home sweet Home :) """,187822021,Shany,Queens,Astoria,Entire home/apt,120,30,5,3/9/2019,0.37,1,5
24852686,The Shelf: Bedstuy Cozy room,148102066,Beauty,Brooklyn,Bedford-Stuyvesant,Private room,60,1,85,1/1/2019,6.01,4,0
24855474,Modern Studio with Private Terrace,10901705,Allan,Brooklyn,Williamsburg,Entire home/apt,120,1,20,1/12/2019,1.42,1,0
24857291,新一处客居(New place 1),187908645,Jimmy,Queens,Flushing,Private room,60,1,9,1/29/2019,0.69,4,57
24872721,Light filled spacious 2 bed room apartment,17620937,Brittany,Manhattan,Washington Heights,Entire home/apt,150,2,3,3/10/2019,0.25,1,35
24894476,Large Bedroom in Harlem,15940253,Raimundo,Manhattan,Harlem,Private room,70,4,3,1/7/2019,0.4,2,0
24912450,"RahShoeRay Cozy, Comfortable and Accommodating.",181397986,Samantha,Brooklyn,Bedford-Stuyvesant,Private room,95,1,21,1/4/2019,1.48,2,260
24915761,Brooklyn Studio with a View,2642222,Michael,Brooklyn,Prospect Heights,Entire home/apt,179,2,19,1/6/2019,1.84,1,0
24921584,BIG STYLISH LOFT/ROOM with access in the backyard,34184387,Genevieve,Brooklyn,Prospect-Lefferts Gardens,Private room,75,5,2,1/2/2019,0.16,1,54
24933530,Sunny Brooklyn apt. Quick walk to Prospect Park,104051773,Sophie,Brooklyn,East Flatbush,Entire home/apt,91,3,4,1/2/2019,0.3,1,12
24943484,Waycross Vista Studio Apartment,56726605,Weisbrod,Brooklyn,Canarsie,Entire home/apt,125,5,6,1/2/2019,0.44,3,90
24961004,brand new studio in the East Village with roofdeck,1562990,Natalie,Manhattan,East Village,Entire home/apt,175,7,4,1/3/2019,0.38,1,0
24965233,"Cute, renovated 2 bedroom Apt. in East Village",89608382,Meghan,Manhattan,East Village,Entire home/apt,224,3,4,1/1/2019,0.29,1,7
24967000,Gorgeous apartment with access to all #2,175116422,Karilyn,Staten Island,Grant City,Entire home/apt,72,3,11,3/24/2019,1.05,3,333
24978251,Cozy private room in luxury apartment,3673226,Linda,Manhattan,East Harlem,Private room,90,3,5,3/25/2019,0.37,1,0
25011664,Peace and quiet in the hustle and bustle,189075482,Chloe,Brooklyn,Cypress Hills,Entire home/apt,95,1,22,1/3/2019,1.61,3,126
25024676,"Cozy, tranquil bedroom steps from Central Park B",152195388,Rachel,Manhattan,Upper West Side,Private room,105,20,5,3/25/2019,0.39,2,64
25025533,"Luxe Large Studio Apt with Rooftop, Doorman, & Gym",6319849,Charles,Manhattan,Hell's Kitchen,Entire home/apt,198,9,2,1/31/2019,0.28,1,12
25029794,East Village gem,17145227,Ola,Manhattan,East Village,Entire home/apt,206,5,3,1/2/2019,0.22,1,12
25030760,Small and cozy room in awesome place,8076786,Suri,Brooklyn,Sunset Park,Private room,150,1,1,3/19/2019,0.27,3,365
25048895,Spacious beautiful Bed Stuy duplex with garden,8901437,Jerome,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,4,3,1/23/2019,0.23,1,0
25051166,NEAR COLUMBIA PRESBYTERIAN HOSP- Students*Visitors,25237492,Juliana,Manhattan,Washington Heights,Private room,50,30,2,2/6/2019,0.17,34,311
25055376,Chic & Cozy Apartment with Balcony,133658348,Tiffany,Manhattan,Harlem,Entire home/apt,170,2,8,1/1/2019,0.59,1,35
25070554,Tribeca Luxury Doorman Apartment with Park Views,24069,YuJin,Manhattan,Tribeca,Entire home/apt,140,1,9,3/30/2019,0.64,1,44
25101744,Cozy & Bright Studio Close to Subway Station,26555925,Luis,Brooklyn,Bedford-Stuyvesant,Entire home/apt,113,3,6,1/28/2019,0.46,1,1
25104697,Elegant room in Manhattan only for woman,148833266,Luciana,Manhattan,Upper West Side,Private room,95,1,6,3/31/2019,0.58,1,12
25129958,Summer Rental in Historic Harlem Brownstone,1203954,Emily,Manhattan,Harlem,Entire home/apt,130,30,3,3/9/2019,0.22,1,200
25132635,"Modern, bright 1 BR Brooklyn apt - Great location!",2300343,Dafna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,8,2/28/2019,0.73,1,0
25158455,Brooklyn Duplex with Private Deck,4111662,Roberta,Brooklyn,Park Slope,Entire home/apt,195,10,4,3/19/2019,0.34,1,15
